orderItemID;prediction
0;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;1
12;0
13;0
14;1
15;0
16;0
17;0
18;1
19;0
20;0
21;1
22;1
23;1
24;1
25;0
26;1
27;1
28;1
29;1
30;0
31;0
32;0
33;0
34;1
35;1
36;1
37;0
38;1
39;1
40;1
41;0
42;0
43;1
44;0
45;0
46;0
47;1
48;0
49;1
50;1
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;1
60;0
61;1
62;0
63;1
64;1
65;1
66;0
67;0
68;0
69;0
70;0
71;0
72;0
73;0
74;0
75;0
76;0
77;1
78;0
79;1
80;1
81;1
82;0
83;0
84;0
85;1
86;0
87;0
88;1
89;1
90;1
91;0
92;0
93;1
94;1
95;1
96;1
97;0
98;1
99;0
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;0
111;0
112;0
113;0
114;0
115;1
116;1
117;1
118;1
119;1
120;0
121;0
122;0
123;0
124;0
125;0
126;1
127;1
128;1
129;1
130;1
131;1
132;0
133;1
134;1
135;1
136;1
137;1
138;1
139;1
140;0
141;0
142;1
143;1
144;1
145;1
146;1
147;0
148;0
149;0
150;0
151;0
152;0
153;0
154;0
155;0
156;0
157;0
158;0
159;0
160;0
161;0
162;0
163;0
164;0
165;0
166;0
167;0
168;1
169;1
170;1
171;1
172;1
173;1
174;0
175;0
176;0
177;0
178;0
179;0
180;1
181;1
182;0
183;0
184;0
185;0
186;0
187;1
188;0
189;0
190;1
191;0
192;1
193;1
194;0
195;1
196;0
197;0
198;1
199;1
200;1
201;1
202;1
203;1
204;0
205;0
206;0
207;0
208;0
209;0
210;0
211;0
212;1
213;1
214;0
215;0
216;0
217;0
218;0
219;0
220;0
221;0
222;0
223;0
224;0
225;0
226;1
227;1
228;1
229;0
230;0
231;1
232;1
233;0
234;1
235;0
236;0
237;0
238;0
239;0
240;1
241;1
242;1
243;1
244;1
245;1
246;1
247;1
248;1
249;1
250;1
251;1
252;1
253;0
254;0
255;0
256;0
257;0
258;1
259;0
260;0
261;0
262;0
263;1
264;0
265;0
266;0
267;0
268;0
269;0
270;0
271;0
272;0
273;1
274;1
275;0
276;0
277;1
278;1
279;1
280;1
281;1
282;1
283;1
284;0
285;0
286;0
287;0
288;0
289;0
290;0
291;0
292;0
293;0
294;0
295;0
296;0
297;0
298;0
299;0
300;1
301;0
302;1
303;1
304;1
305;0
306;0
307;0
308;1
309;1
310;1
311;1
312;1
313;1
314;1
315;1
316;1
317;1
318;1
319;1
320;1
321;1
322;1
323;0
324;0
325;0
326;0
327;0
328;0
329;0
330;0
331;0
332;0
333;0
334;0
335;0
336;0
337;0
338;0
339;1
340;1
341;1
342;0
343;1
344;1
345;0
346;0
347;0
348;0
349;0
350;0
351;0
352;0
353;0
354;0
355;0
356;1
357;1
358;0
359;0
360;0
361;0
362;1
363;1
364;1
365;1
366;1
367;1
368;1
369;1
370;0
371;0
372;0
373;0
374;0
375;1
376;1
377;0
378;0
379;0
380;0
381;0
382;0
383;0
384;0
385;0
386;0
387;0
388;0
389;1
390;1
391;1
392;0
393;1
394;1
395;0
396;1
397;0
398;1
399;1
400;0
401;1
402;0
403;0
404;0
405;1
406;0
407;0
408;0
409;0
410;1
411;1
412;0
413;1
414;1
415;1
416;1
417;1
418;0
419;0
420;1
421;0
422;0
423;0
424;0
425;0
426;0
427;0
428;0
429;0
430;0
431;0
432;1
433;1
434;0
435;0
436;0
437;0
438;0
439;0
440;0
441;0
442;0
443;0
444;0
445;0
446;0
447;0
448;0
449;1
450;1
451;1
452;1
453;1
454;1
455;0
456;0
457;0
458;0
459;0
460;0
461;0
462;1
463;1
464;1
465;1
466;0
467;0
468;0
469;0
470;0
471;0
472;0
473;0
474;1
475;1
476;1
477;1
478;1
479;1
480;1
481;1
482;0
483;0
484;0
485;0
486;0
487;0
488;1
489;1
490;0
491;0
492;0
493;0
494;0
495;0
496;1
497;1
498;1
499;1
500;1
501;0
502;0
503;0
504;0
505;0
506;0
507;0
508;0
509;0
510;0
511;0
512;0
513;0
514;0
515;0
516;0
517;0
518;0
519;0
520;0
521;0
522;0
523;0
524;0
525;0
526;1
527;0
528;0
529;0
530;0
